site_id,site_name,period,month_start_date,calendar_year,calendar_month,calendar_quarter,month_label,process_area,ore_source,stockpile_flag,ore_mix_pct,throughput_tonnes_plan,throughput_tonnes_actual,throughput_tonnes_variance,throughput_tonnes_variance_pct,copper_production_tonnes_plan,copper_production_tonnes_actual,copper_production_tonnes_variance,copper_production_tonnes_variance_pct,negative_production_gap_tonnes,process_area_production_gap_share_pct,availability_pct,downtime_hours,site_total_downtime_hours,downtime_share_pct,overall_alert_level,primary_alert_metric,primary_alert_message,data_classification,sample_data_flag
demo_north_concentrator,Demo North Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Crushing & Conveying,fresh_pit_north,False,54.0,128412,129151,739,0.00575491387097779,803,766,-37,-0.0460772104607721,37,0.37,92.0,22,57,0.38596491228070173,critical,Copper Production,Copper Production is 6.4% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Grinding & Flotation,fresh_pit_north,False,46.0,109388,105669,-3719,-0.033998244780049,742,679,-63,-0.08490566037735849,63,0.63,89.3,35,57,0.6140350877192983,critical,Copper Production,Copper Production is 6.4% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Crushing & Conveying,fresh_pit_north,False,54.0,126846,130125,3279,0.025850243602478597,816,809,-7,-0.00857843137254902,7,0.16279069767441862,92.7,20,53,0.37735849056603776,critical,Head Grade,Head Grade is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Grinding & Flotation,fresh_pit_north,False,46.0,108054,106465,-1589,-0.014705610157884021,754,718,-36,-0.04774535809018567,36,0.8372093023255814,90.0,33,53,0.6226415094339622,critical,Head Grade,Head Grade is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Crushing & Conveying,fresh_pit_north,False,54.0,132219,134640,2421,0.0183105302566197,843,831,-12,-0.014234875444839857,12,0.22641509433962265,92.6,20,53,0.37735849056603776,warning,Head Grade,Head Grade is 3.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Grinding & Flotation,fresh_pit_north,False,46.0,112631,110160,-2471,-0.021938897816764478,778,737,-41,-0.05269922879177378,41,0.7735849056603774,89.9,33,53,0.6226415094339622,warning,Head Grade,Head Grade is 3.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Crushing & Conveying,fresh_pit_north,False,54.0,133812,137610,3798,0.028383104654291096,878,885,7,0.007972665148063782,0,0.0,93.2,19,50,0.38,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Grinding & Flotation,fresh_pit_north,False,46.0,113988,112590,-1398,-0.012264448889356775,811,785,-26,-0.032059186189889025,26,1.0,90.5,31,50,0.62,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Crushing & Conveying,fresh_pit_north,False,54.0,138672,141246,2574,0.01856178608515057,926,926,0,0.0,0,0.0,93.8,17,46,0.3695652173913043,critical,Working Capital Change,Working Capital Change is 33.3% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Grinding & Flotation,fresh_pit_north,False,46.0,118128,115564,-2564,-0.021705268860896656,855,822,-33,-0.03859649122807018,33,1.0,91.1,29,46,0.6304347826086957,critical,Working Capital Change,Working Capital Change is 33.3% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Crushing & Conveying,fresh_pit_north,False,54.0,139968,143930,3962,0.02830647005029721,961,960,-1,-0.001040582726326743,1,0.02702702702702703,93.6,18,47,0.3829787234042553,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Grinding & Flotation,fresh_pit_north,False,46.0,119232,117760,-1472,-0.012345679012345678,887,851,-36,-0.040586245772266064,36,0.972972972972973,90.9,29,47,0.6170212765957447,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Crushing & Conveying,fresh_pit_north,False,54.0,141912,145607,3695,0.026037262528891145,989,985,-4,-0.004044489383215369,4,0.09523809523809523,93.4,18,48,0.375,critical,Head Grade,Head Grade is 3.0% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Grinding & Flotation,fresh_pit_north,False,46.0,120888,119133,-1755,-0.014517569982132222,912,874,-38,-0.041666666666666664,38,0.9047619047619048,90.7,30,48,0.625,critical,Head Grade,Head Grade is 3.0% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Crushing & Conveying,fresh_pit_north,False,54.0,142560,146278,3718,0.026080246913580248,1006,1017,11,0.010934393638170975,0,0.0,94.0,17,45,0.37777777777777777,critical,Working Capital Change,Working Capital Change is 100.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Grinding & Flotation,fresh_pit_north,False,46.0,121440,119682,-1758,-0.014476284584980237,929,902,-27,-0.02906350914962325,27,1.0,91.3,28,45,0.6222222222222222,critical,Working Capital Change,Working Capital Change is 100.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Crushing & Conveying,fresh_pit_north,False,52.0,136219,136740,521,0.0038247234233109917,948,905,-43,-0.04535864978902954,43,0.35833333333333334,92.4,21,55,0.38181818181818183,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Grinding & Flotation,north_blend_stockpile,True,48.0,125741,121260,-4481,-0.03563674537342633,947,870,-77,-0.08130939809926083,77,0.6416666666666667,89.7,34,55,0.6181818181818182,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Crushing & Conveying,fresh_pit_north,False,52.0,137446,140238,2792,0.020313432184276007,942,945,3,0.0031847133757961785,0,0.0,93.3,19,49,0.3877551020408163,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Grinding & Flotation,north_blend_stockpile,True,48.0,126874,124362,-2512,-0.0197991708309031,942,907,-35,-0.037154989384288746,35,1.0,90.6,30,49,0.6122448979591837,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Crushing & Conveying,fresh_pit_north,False,52.0,136323,139777,3454,0.02533688372468329,920,911,-9,-0.009782608695652175,9,0.17307692307692307,92.9,19,51,0.37254901960784315,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Grinding & Flotation,north_blend_stockpile,True,48.0,125837,123953,-1884,-0.014971749167573925,919,876,-43,-0.046789989118607184,43,0.8269230769230769,90.2,32,51,0.6274509803921569,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Crushing & Conveying,fresh_pit_north,False,52.0,137228,140402,3174,0.023129390503395807,911,900,-11,-0.012074643249176729,11,0.1896551724137931,92.3,21,55,0.38181818181818183,critical,Copper Production,Copper Production is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Grinding & Flotation,north_blend_stockpile,True,48.0,126672,124508,-2164,-0.017083491221422255,911,864,-47,-0.05159165751920966,47,0.8103448275862069,89.6,34,55,0.6181818181818182,critical,Copper Production,Copper Production is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Crushing & Conveying,fresh_pit_south,False,51.0,87822,84854,-2968,-0.033795632073967796,499,456,-43,-0.08617234468937876,43,0.4056603773584906,88.19,32,83,0.3855421686746988,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Grinding & Flotation,fresh_pit_south,False,49.0,84378,78326,-6052,-0.07172485719026286,519,456,-63,-0.12138728323699421,63,0.5943396226415094,85.29,51,83,0.6144578313253012,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
